Stars,Review Text,Review Date,Review Usefulness,Random,Sentiment Label,Sentiment Score
3.0 out of 5 stars,"I have used this twice and am not happy with it.  I have a 4 x 6"" rug in my bedroom, not at all thick, and it will not go on to it from the hardwood floor or even when I set it on the rug and turn it on, it cleans a very few seconds, and stops. This is the main place I wanted it for.  Also the bin holding the dirt is small and does not hold much when it comes to dog hair.  it fills up quickly with hair and some dirt.  I would not purchase it again.","Reviewed in the United States on January 17, 2021",One person found this helpful,1,NEGATIVE,0.999683141708374
2.0 out of 5 stars,"The Roomba’s path is much too erratic to ever do a good job.  I believe it could run all day—if the battery would last that long—and never touch parts of my living room floor.  (My living room is definitely not that big!)It would probably do better if it occasionally made 45 degree turns from something that it touches, but it never seems to do anything that logical.  Don’t get rid of your regular vacuum or your dust mop.","Reviewed in the United States on March 23, 2021",One person found this helpful,1,NEGATIVE,0.9995620846748352
5.0 out of 5 stars,"I LOVE IT! Most of my house is laminate flooring and the bedrooms are carpet. My Roomba cleans both types of floor very well. I clean the trash bin after every use. I have long hair and so does my daughter. So, I clean the hair out of the brush every 3, or so, uses. It really picks up a ton of hair!  I haven’t needed to sweep my kitchen and living area in weeks. I just turn on my roomba and she does the work for me. She does tend to get stuck easily, but the app on my phone notifies me when I need to go save her. This has been a huge help around my house. I love my Roomba!","Reviewed in the United States on May 19, 2020",One person found this helpful,1,POSITIVE,0.997763991355896
4.0 out of 5 stars,This replaced my 8 year old Neato vacuum robot. It is as loud as the old one. This model is taller so it doesn't go under certain furniture that my previous model cleaned well. It also gets stuck under some furniture... It is faster than the previous one... Pattern seems more erratic but it has good coverage.,"Reviewed in the United States on August 29, 2020",2 people found this helpful,1,POSITIVE,0.9860480427742004
5.0 out of 5 stars,"I bought this roomba vacuums for my mom's birthday. She has always wanted one but they are all so expensive. I found this one as the cheapest price that is $199 not including tax and shipping. It is helping her throughout the day so she doesn't need to clean after the dog's fur, or if she cooks and drops crumbs on the kitchen floor she doesn't need to sweep. This was a life changing and helping device and I definitely recommend!","Reviewed in the United States on January 29, 2021",2 people found this helpful,1,POSITIVE,0.9924436211585999
4.0 out of 5 stars,"I love that the roomba does all my sweeping for me, especially under my taller furniture. My condo gets so dusty, but with the roomba I don’t have to dust my floors cuz it does it for me. It does do this weird zigzag pattern but somehow it covers probably 95% of everything. It’s a little noisy but still worth it. My neighbor has the newer more expensive one and he hates it. He tells my husband he should have gotten the one we have. Definitely worth the money.","Reviewed in the United States on September 17, 2020",2 people found this helpful,1,POSITIVE,0.9976130723953247
4.0 out of 5 stars,"I had to get used to the seemingly haphazard cleaning method the Roomba uses, but when it came time to empty the dust bin, I was convinced.  It picked up tons of cat hair, dust and debris from my berber carpet.  It's nice to just let it go and do its' thing.","Reviewed in the United States on March 6, 2021",2 people found this helpful,1,POSITIVE,0.5270916819572449
1.0 out of 5 stars,This is the second iRobot Roomba I've had. First one last 3 years and I loved it. This one I've had less than 6 months and now doesn't charge. This product is extremely expensive for lasting such a short period of time. Very frustrating...,"Reviewed in the United States on September 12, 2019",2 people found this helpful,1,NEGATIVE,0.9893513321876526
5.0 out of 5 stars,"I told my mom that we should have gotten one of these a long time ago and finally for Christmas I decided to purchase one for the household (most likely when I move out depending on the circumstances, roomba shall be living with me) and my mom loves it. She refused to get one before because she was unsure of the ""efficiency"" of it so now I get to say ""I told you so!""","Reviewed in the United States on January 14, 2019",2 people found this helpful,1,NEGATIVE,0.9792068600654602
4.0 out of 5 stars,"We only use it a few times.I’m surprise on how much dust and hair I found inside besides I did clean all the floors with the wet swiffer day before.The only few comments.It’s noisy and has a weird cleaning pattern, which didn’t make sense to me.The floors looked clean afterwards so it gets job done ✅","Reviewed in the United States on July 21, 2020",2 people found this helpful,1,NEGATIVE,0.9987075328826904
2.0 out of 5 stars,Thought I'd finally give these a try since it was on markdown.  Unit has trouble covering entire floor plan as furniture and layout tend to keep it in some areas more than others.  Transition from hardwood to area rugs  seems to deposit more dog hair than picks up.  Have to be sure and pick up things like umbrellas and other loose items as it can't avoid them.  Doesn't get under fair amount of furniture because of height and gets stuck under arched frame of bed.  Basically allows me to put off vacuuming a few extra days.  Only real positive is it will get under the bed where a vacuum can't go and bed can't be moved.,"Reviewed in the United States on March 11, 2019",2 people found this helpful,1,NEGATIVE,0.9985131025314331
2.0 out of 5 stars,"within weeks of buying the roomba, it consistently fails to connect to the base station contacts for charging. i should have returned it before the return window passed. other than that, it does a fairly decent job of vacuuming both carpet and hardwood floors.","Reviewed in the United States on June 7, 2021",2 people found this helpful,1,NEGATIVE,0.9988260865211487
5.0 out of 5 stars,"I considered other versions since I have so many pets and I wanted it to be able to pick up kitty litter, hair, and other dirtiness around the house. I settled on this and I am glad I did. Compared to other robot vacuums I’ve had it is way easier to clean and quieter. The dog hair does wrap around the bristles, but they are removable so you can just slide it off. The spinning brush on the front makes a little dread that you can just pull off and if hair get caught in the wheel you can pop it off, clean if off, and pop it back on. It takes me a few minutes to clean it once a week.","Reviewed in the United States on December 2, 2020",2 people found this helpful,1,NEGATIVE,0.9876266121864319
4.0 out of 5 stars,I had a deebot and it was great until it wasn’t. It started getting too loud and not working as great. So I purchased this one. I like it so much except that it is a bit thicker so it won’t go under the sofas but plus side it won’t get stuck underneath the fridge. Good buy,"Reviewed in the United States on February 2, 2021",2 people found this helpful,1,POSITIVE,0.9250239729881287
5.0 out of 5 stars,"This Roomba is awesome!!! The job it does on hard woods is outstanding. Carpet it has no problem as well. We have a $3k Rainbow which is great but the effort to add water, dump water tow the canister around😅 IRobot has done a great job with these machines. We are impressed and find ourself sitting and watching it do it’s thing!","Reviewed in the United States on July 20, 2020",2 people found this helpful,1,POSITIVE,0.9997944235801697
4.0 out of 5 stars,This does a great job.  We schedule it to clean every night.  Dog hair does get tangled in the brushes.  If you have long hair dogs I suggest upgrading to the 900.,"Reviewed in the United States on November 25, 2019",2 people found this helpful,1,NEGATIVE,0.9433282613754272
5.0 out of 5 stars,No mapping is available so it's like a drunken house maid going through everything and knocking everything over and grabbing all cords available lol. Does a great job in the end though,"Reviewed in the United States on July 29, 2020",2 people found this helpful,1,NEGATIVE,0.9930664300918579
4.0 out of 5 stars,This is probably one of the best things I could have purchased! I will say it is a little loud but also it is not as loud as a normal vacuum. It’s about the volume as a fan on high.  It cleans very well some times it bumps into things a little harder than it should has knocked over my plants a couple times but all in all this is the best thing ever and I don’t have to vacuum my apartment!,"Reviewed in the United States on October 1, 2020",2 people found this helpful,1,POSITIVE,0.9986940622329712
2.0 out of 5 stars,I bought an iRobot after owning a GOOVI thinking the extra money was worth the brand enhancement.  This couldn’t have been more wrong.Requires more maintenance; I have to take it apart and put it back together constantly because of dog hair jamsIs louder then other brandsIt’s too bulky to get under spacesThe spin arm stopped working several months inWon’t pick up hair around rug edgesConstantly has sensor errorsI’ll never buy iRobot again.,"Reviewed in the United States on March 21, 2021",2 people found this helpful,1,NEGATIVE,0.9990862607955933
3.0 out of 5 stars,"I like being able to use an app to start the roomba or send it home.  I dont like how aimlessly it bounces but you get what you pay for.  Its very annoying though when you stop it from continuing towards cords by placing your foot in front and having it bounce off you, slightly turning each time until it goes away, just for it to bounce of something 6 feet away and return right back to where your foot was...  i named mine dumdum for a reason.  If i could do it over again i would spend more and get one with actual mapping technology and not buy this one again.","Reviewed in the United States on June 12, 2021",2 people found this helpful,1,NEGATIVE,0.9976564645767212
5.0 out of 5 stars,"ONG the love of my life. 2nd one I buy. Must buy the extended warranty. The warranty is worth the money. These vacumes are the BOMB. They clean super greats so worth the money. They do break but the warranty is so worth it. You do have to remove hair that sometimes get stuck but just watch a video On Youtube. I gave her a name she is so awesome, I call it the “bebcita”.","Reviewed in the United States on February 13, 2020",2 people found this helpful,1,POSITIVE,0.9985467791557312
2.0 out of 5 stars,The smallest of rooms have to be run continuously to get the room cleaned. Does not connect to the irobot cloud easily. Mine has been down for 2 days and will not operate from phone but has to be manually turned on to clean. Not happy.,"Reviewed in the United States on November 26, 2020",2 people found this helpful,1,NEGATIVE,0.9997591376304626
5.0 out of 5 stars,"Bought two... one for each level of the house.  Love them! Will never go without one again.  We have 3 dogs and not going to lie, the dog hair is overwhelming.  The roombas help so much.  Not sure it does a deep clean but it is a HUGE improvement.","Reviewed in the United States on June 20, 2021",2 people found this helpful,1,POSITIVE,0.9992491602897644
4.0 out of 5 stars,"It’s navigation around the house is confusing, doesn’t really have a rhyme or reason, and doesn’t finish a whole room at a time unless you “trap” it in there. But it does clean the areas it goes over well.Long hair gets stuck in the bristles like it would any vacuum cleaner and needs to be cleared out every few uses.Overall happy with the little vacuum.","Reviewed in the United States on December 1, 2020",One person found this helpful,1,POSITIVE,0.9854937195777893
4.0 out of 5 stars,"I actually like this roomba I connected it to my alexa so I get to tell her to send him on his way to clean the floors, only reason I didn’t give it 5 full stars is that I have a shaggy area rug and it’s pretty fluffy something the room a cannot clean & gets stuck on, but other than that it cleans all places, I schedule it to clean twice a day, my house is always clean I love it, tip to clean twice a day is the roomba app has a skill u can download and schedule it when u leave the house, and then u can set a time on the roomba app as well. cleans every morning at 7 when I go to work and 5pm when I’m back home :) I’d make sure I let it clean in an area WITHHHHH NOOOO SHAGGY RUGSS. & you’ll be happy with its work twice a day cleaning 😊😊","Reviewed in the United States on May 13, 2020",One person found this helpful,1,POSITIVE,0.9959158897399902
2.0 out of 5 stars,It’s not a bad machine but my boyfriend I have really long curly hair and it always gets stuck on the spinning brush. The biggest problem I’m having though is that it’s hard to charge. I’ll send my roomba to the doc but a few seconds after it starts charging it stops. It will not charge unless I physically push it down on the doc. If the brush didn’t get tangled in the hair and if it at least charged it probably wouldn’t be so bad. /:,"Reviewed in the United States on January 20, 2020",One person found this helpful,1,NEGATIVE,0.998555064201355
5.0 out of 5 stars,This does exactly as advertised. I couldnt do a better job myself with a regular vacuum. Goes under furniture and kitchen chairs and under couches.  Cleans as advertised and could not believe how good it figures out after a couple of times where exactly to go! Couldn't be happier with it!,"Reviewed in the United States on May 22, 2021",One person found this helpful,1,NEGATIVE,0.9787006974220276
1.0 out of 5 stars,When I first bought this it worked great. But now two months later it isn’t doing the job well. Runs out of battery life before jobs are completed and isn’t cleaning like it was before. I have cleaned it as the manual states but still it’s not better.,"Reviewed in the United States on March 20, 2021",One person found this helpful,1,NEGATIVE,0.9994472861289978
3.0 out of 5 stars,"Lo uso en piso de cerámica, la superficie siempre está bastante limpia, el uso es para algunos pelos y pequeñas suciedades y funciona para ello pero está lejos de ser un robot, repite el mismo sitio muchas veces y no sigue un patrón de limpieza por lo que creo que deja lugares por donde no pasa y en otros está mucho tiempo.Cuando le pides que se estacione le toma mucho tiempo para encontrar la base.","Reviewed in the United States on January 29, 2020",One person found this helpful,1,NEGATIVE,0.9930737614631653
5.0 out of 5 stars,I love my Roomba. I have 4 furry Ausyralian Shepherds. My floors stay nice and fur free. I run the Roomba twice a day and have to empty her 2 or 3 times. I guess that means she is doing her job. Picks up dirt and fur. The fur will wind around the rollers but they are easy to clean.  My dogs are not afraid of the Roomba. I do not have wifi so do not utilize that function.,"Reviewed in the United States on January 9, 2020",One person found this helpful,1,POSITIVE,0.9916370511054993
5.0 out of 5 stars,"Big improvement from our old Roomba and BobSweep, neither of which had Apps or Alexa connectivity.  This one also has track wheels that help it negotiate many more rug and bathroom threshold climbs than the older models.  It will still eat things it shouldn't, so you have to pick up the small items on the floor that would choke it (toys, shoe strings, socks...)","Reviewed in the United States on January 17, 2019",One person found this helpful,1,NEGATIVE,0.9780411720275879
5.0 out of 5 stars,The Roomba robotic vacuum cleaner is a good product. I'd give it 4 out of 5 stars.  I'm impressed by the fact that it can go around things and does a reasonably complete job. But I wouldn't put it on a par with Dyson in terms of suction or overall complete cleaning.,"Reviewed in the United States on January 21, 2021",One person found this helpful,1,POSITIVE,0.9851009249687195
5.0 out of 5 stars,"Works well, surprisingly it maneuvers very well and does a pretty good job at covering the entire area. Like traditional vacuums, the roll will be subject to hair wrap (especially with animals) and need to be cleaned regularly. But overall I’m satisfied with my purchase.","Reviewed in the United States on December 31, 2020",One person found this helpful,1,POSITIVE,0.9992682933807373
5.0 out of 5 stars,Un éxito total me fascina mucho.,"Reviewed in the United States on December 24, 2018",5 people found this helpful,1,NEGATIVE,0.7616516351699829
5.0 out of 5 stars,"Gary (we named him) does fabulous with my hardwood floors and goes over a rug with tassels and a high pile rug with no issues. He gets stuck in the threshold to my mud room but I am going to remedy that with barriers soon. Before him, my floors had dog and cat hair tumbleweeds and were so embarrassing. He cleans at 9 am everyday while I'm away and I hate that I didnt purchase one of these sooner! If you're on the fence, do it.","Reviewed in the United States on December 15, 2019",5 people found this helpful,1,NEGATIVE,0.9264761209487915
5.0 out of 5 stars,"This vac does the job and I love that I don’t have to worry about clean floors anymore. I use this on my hardwoods on the main level and as long as I use a wet mop every so often, my floors stay sparkling clean! I always thought I was a bit of a clean freak, but I was shocked at how much this vac picked up the first few days. I love how it gets under and behind the furniture where my normal vac can’t reach.","Reviewed in the United States on January 2, 2020",5 people found this helpful,1,POSITIVE,0.9990164637565613
5.0 out of 5 stars,"This Roomba is so easy to set up and use!!  It manages to work throughout the house, around all baseboards, under furniture, and around legs!!!  It is necessary to turn it over and clean the brushes and it is best to empty the tray after each use.  Well worth the money.","Reviewed in the United States on January 17, 2019",5 people found this helpful,1,POSITIVE,0.9335455298423767
5.0 out of 5 stars,"We have cats, and this does a great job, but does still leave a few things behind. It doesn’t seem to have a pattern. It goes from room to room without finishing the job from the first room, but it eventually makes its way back to finish. I do love this thing, and felt it was well worth the money!","Reviewed in the United States on September 27, 2020",5 people found this helpful,1,POSITIVE,0.9894624352455139
1.0 out of 5 stars,I’ve only owned this for a few months and something is wrong with the battery. It won’t charge. I keep getting error 8 prompts when trying to charge it. I shouldn’t have to replace the battery already.,"Reviewed in the United States on November 20, 2020",5 people found this helpful,1,NEGATIVE,0.9988481998443604
1.0 out of 5 stars,"From day one this piece of engineering disaster couldn't do anything correctly. It hardly ever can find it's cradle, it wanders aimlessly in the same areas, constantly get's stuck, and has a debris container the size of a dixie cup. My gosh, what a waste of money.","Reviewed in the United States on January 18, 2021",5 people found this helpful,1,NEGATIVE,0.9997872710227966
5.0 out of 5 stars,"We love Roomba so much that we have two. Easy to maintain, cleans up great. Long lasting, our first Roomba has been working non stop since 2010. The only things needed replacement were the battery, we got a better one, and the wheels which the worn down due to heavy use.","Reviewed in the United States on December 24, 2020",5 people found this helpful,1,NEGATIVE,0.9802444577217102
2.0 out of 5 stars,"The vacuum itself did a good job of sucking up things on the carpet. But I don't know what was wrong with it. It would go over the same spot a dozen times, missing entire rooms in the house. Then it would die before it was able to dock itself. It was like a little drunk robot stumbling through the house before passing out wherever it landed. It was funny, but didn't work at all how I wanted it to.","Reviewed in the United States on September 3, 2020",5 people found this helpful,1,NEGATIVE,0.9997790455818176
1.0 out of 5 stars,"It has not even been 2 months and this Roomba will not charge, when I can finally get it to charge it can hardly find its way back to its charger.  I have the charger in a very accessible location for it.  Shouldn't have ANY problem getting to it.  My house isn't any out of the ordinary than the average home- navigation shouldn't be a problem for it!!!!  I can't believe the ""window"" for return/money back has closed already.  I would really like for someone to look into this more closely.  This is insane.","Reviewed in the United States on May 7, 2021",5 people found this helpful,1,NEGATIVE,0.9902597069740295
1.0 out of 5 stars,Worked pretty good for about 3 days and then  it stoped charging the battery whent bad it would also always have error codes we returned it to Amazon for refund and ordered an EUFY 30c and 11s they have worked great with no problems and way quieter,"Reviewed in the United States on December 25, 2019",One person found this helpful,1,NEGATIVE,0.9966486096382141
5.0 out of 5 stars,"Loving my Roomba! I have two dogs so dog hair is constantly all over the floor and leaves and such are always being tracked inside. Roomba helps to keep my kitchen and living room clean all the time! I turn her on and trap it in one room at a time to ensure it get every spot, under the couch, center of the room, everything. Then I switch to another room if I’m home. If I turn it on when I’m out I just let it do it’s thing and my house is always clean when I get home! Love it!","Reviewed in the United States on January 1, 2020",One person found this helpful,1,POSITIVE,0.9989514946937561
5.0 out of 5 stars,"This is the third Roomba I've ordered. The first one was for me, second for my daughter, and this one for my brother. We have three dogs and just to have the Roomba keep up with the dog hair is a godsend. we also have a houseful of people with long hair and the Roomba keeps us from going insane. If it fits under the furniture, it is fantastic for getting to those places I'm not willing to get on my hands and knees to reach. The Roomba is not for deep cleaning, we pull out the Shark vacuum to really clean the rugs and to get into the corners. I highly recommend :)","Reviewed in the United States on December 17, 2019",One person found this helpful,1,POSITIVE,0.964910626411438
2.0 out of 5 stars,"The seller is great. One of the brissels were bent so he sent me a partial refund and was quick, but overall not very happy with the product. It bounces around same area and it gets stuck on my short haired rug almost everytime. Its not like it's a shag rug, it should have no problem","Reviewed in the United States on January 7, 2021",One person found this helpful,1,NEGATIVE,0.9900500178337097
1.0 out of 5 stars,We purchased this unit. Nothing in description explains about rugs or dark carpet. The have hardwood floors and 6 area rugs. The rugs have black or black strips in them. The sensors on this unit will not let the vacuum go on the rug. One rug doesn’t have black strips or black in rug and the device works on it. There should have been a warning! VERY DISAPPOINTED! The company said I should have bough a different model. I would have if I had know!,"Reviewed in the United States on December 26, 2020",One person found this helpful,1,NEGATIVE,0.9985874891281128
5.0 out of 5 stars,I absolutely love this product! I received the 805 series as a gift but my husband washed the parts and put them back in before they were dry and it is no longer with us :-( I bought this as a replacement and it actually works much better. It is easier to charge and know when it is on the charger correctly. The tray also seems to be a little bigger and able to hold more dirt and hair and whatever else was on the floor. I highly recommend one of these for every household.,"Reviewed in the United States on December 14, 2018",One person found this helpful,1,POSITIVE,0.9839629530906677
4.0 out of 5 stars,"Indifferent. We named him Dustin Bieber. Half the time I thank him for vacuuming when I don’t have time. The other half of the time I hear “ERROR ERROR” and I have to go dig him out of whatever trouble he’s gotten into. Usually he gets wary at the edge of the stairs and goes “nope.” If you have shag carpet forget about it just lock the room and keep him away from there because he will get stuck. Rarely can he find his way back home to the charging station and I have to pick him up all dusty after spending and hour trying to find him and place him on it. His new thing is if you don’t place him correctly to the cm on the charge he won’t charge. He’s basically like having an extra child around the house. Where is he, what’s he getting into, oh great he found some cat puke and mashed It up and shot it everywhere.","Reviewed in the United States on February 21, 2020",One person found this helpful,1,NEGATIVE,0.9992372989654541
1.0 out of 5 stars,"Used for everyday cleaning and picking up small crumbs and sand between vacuum/mops. This product is extremely noisy— cannot run it at the same time the tv is on, or if you want to have a conversation with someone at a normal volume. This product can never find its way home (takes 30+minutes), and usually dies before it finds its way back to the charger. We have to manually pick it up to charge. When charged, she lasts maybe an hour and a half. She has no direction and randomly roams. No option for edging or concentrated spot cleaning. Very unsatisfied with this purchase and would like to return.","Reviewed in the United States on June 7, 2021",One person found this helpful,1,NEGATIVE,0.9997308850288391
5.0 out of 5 stars,This roomba is really great!  It does a super job. The only annoying thing is that it keeps “getting stuck” in places where it really doesn’t look stuck and I have to move it and restart it. It’s not that big of a deal.  I did read this in other reviews. I would still buy it again because it does a fantastic job. I recommend it.,"Reviewed in the United States on May 20, 2020",One person found this helpful,1,POSITIVE,0.9852832555770874
3.0 out of 5 stars,"When I first got it I couldn't get it to charge. I watched some youtube videos to trouble shoot it and that worked. It has never been able to plug into it's dock on it's own even when it's right on it. I've always had a hard time getting the green light to turn on and charge. It's been 5 months and now it won't charge and I they don't make the warranty process easy.I had another roomba before this that was more expensive and it didn't get lost as easily, found the charger on it's own, and overall was way better than this one.","Reviewed in the United States on December 17, 2020",One person found this helpful,1,POSITIVE,0.8881502151489258
2.0 out of 5 stars,"This is such a good tool so when I come home the house is vacuumed. The only thing I don’t like is when I call it back home, sometimes it doesn’t listen and continues cleaning. It might be my technical skills lol but that’s the only thing about this product. Otherwise, I love it!!!","Reviewed in the United States on May 1, 2021",One person found this helpful,1,NEGATIVE,0.7263079881668091
5.0 out of 5 stars,"I was quite hesitant to splurge on such a lavish appliance, but I am really happy I did.  The feeling of having clean floors that I had nothing to do with, is a wonderful feeling.It does say that it goes over thresholds, which I have none in my apartment, but there is a small rug I have that needs the most attention, but ""Tyson"" won't climb on to it.I really recommend getting one, and make sure you keep things off the floors.","Reviewed in the United States on February 26, 2021",One person found this helpful,1,POSITIVE,0.9994070529937744
4.0 out of 5 stars,"It’s a great little thing to keep up with life. But it has a predilection of finding its way into sticky predicaments. Caught under a chair, stuck behind the couch and lost under the table. When it does find its way around properly it plugs along and happily gobbles up dust bunnies and the odd crumb.Make sure to tuck in shoe laces before running!","Reviewed in the United States on February 12, 2020",One person found this helpful,1,NEGATIVE,0.7822275161743164
5.0 out of 5 stars,"Your browser does not support HTML5 video.


   I love this thing! We have a dog that sheds and our floors have never been cleaner. Works great on wood, tile and carpet. It is too thick to get under the edge of the kitchen cabinets. Programming was easy and you can control it through Alexa or your phone. Everyday at 2:30 pm, she goes to work.","Reviewed in the United States on May 11, 2020",One person found this helpful,1,NEGATIVE,0.9658553600311279
4.0 out of 5 stars,"This robot is no miracle worket but it does work.  It bounces around a bit, somewhat noisy, gets stuck on occasion, but I hate sweeping, vacuuming, and mopping.  Still have to do these things, but this little bugger reduces having to do that quite a bit.  Besides, it goes under couches and beds, where the much feared ""dust bunnies"" and ""ghost turds"" live..","Reviewed in the United States on February 12, 2020",One person found this helpful,1,NEGATIVE,0.9846615791320801
5.0 out of 5 stars,I love this robot!  My dogs do not.  I couldn’t believe all the hair it picked up.  It’s kind of all over the place but gets the job done and is very entertaining.  A great vac for the money.  Should have purchased one a long tome ago.I have laminate floors / 3 rooms / 1000 sf.  It finds it way around all 3 rooms.  Under furniture.  Makes my life so much easier!,"Reviewed in the United States on December 10, 2019",One person found this helpful,1,POSITIVE,0.9990018010139465
5.0 out of 5 stars,"I am not sure how I lived without a roomba, and have 4 dogs. I did not realize that it was possible to keep the dog hair off the ground, without sweeping every day. This model works great, I can only imagine what the better models do.1.5 hour battery lifeTurn it from anywhere with google home.Set schedulesVoice control (with google).","Reviewed in the United States on January 21, 2020",One person found this helpful,1,POSITIVE,0.9803478121757507
4.0 out of 5 stars,"Caught this unit on sale, and it was worth the money.  It randomly chooses it's path so it repeats cleaning of the same spot multiple times.  Get hung under furniture often, but it does notify you, and shuts down to prevent damage.  We were impressed with how well it cleaned, much better than what we anticipated.","Reviewed in the United States on June 30, 2020",One person found this helpful,1,POSITIVE,0.9891369938850403
5.0 out of 5 stars,"I waited a few months before I wrote a review but I LOVE our roomba! We named her Susan and she gets the job done! I have two cats and one large dog who all shed like no other and Susan gets all of it! I don’t even remember the last time I had to sweep my apartment. Yes you have to clean the brushes every other use if you have animals but it takes just a few minutes. Susan also has no trouble vacuuming my living room rug. All in all, absolutely worth the buy!","Reviewed in the United States on May 19, 2019",One person found this helpful,1,POSITIVE,0.9993628263473511
5.0 out of 5 stars,I love this vac bot! 😍 I own a house cleaning business and I have always hesitated to get one of these thinking it wouldn’t help or do a good enough job. But wow!To maintain the cleanliness of your floors this is great. It allows you to put it on a schedule every day. It’s one less thing that has to be done when you clean. Of course you will still want to give your floors a deep cleaning when needed but this is perfect for light vacuuming. I have 2 dogs and 2 cats and it is doing a great job! It goes under my furniture and all around the underneath of my kitchen chairs 😍😍,"Reviewed in the United States on April 11, 2021",One person found this helpful,1,POSITIVE,0.9995877146720886
3.0 out of 5 stars,"You have to prepare the area for it to be cleaned, it has no floor plan disgn that may guide him but if you remove all obstacles and leave him running for a while the Robot will be pretty efficient. Corners are not his specialty and chairs cuase distractions that he leaves to other areas and that may cuase a repeated course over and over. My case I moved the chairs and then he cleaned very well","Reviewed in the United States on January 28, 2020",One person found this helpful,1,POSITIVE,0.7063242197036743
3.0 out of 5 stars,I'm disappointed after all the hype. You have to be at home to untangled and save it from some floor conflict very often. My expectations: schedule it and let it run whether you're at home or not...and it does the job. It doesn't.,"Reviewed in the United States on October 2, 2020",One person found this helpful,1,NEGATIVE,0.9993973970413208
3.0 out of 5 stars,"We finally realized that we could push the ""clean"" button on top, but it was noisier and too high to get under the couches.  Also, it cleans, it seems, in random movements;  back and forth across the room, not in straight even lines.","Reviewed in the United States on April 26, 2021",One person found this helpful,1,NEGATIVE,0.9987345337867737
5.0 out of 5 stars,I have 2 cats that come in and out 24/7 through their cat door. They track in so much dirt and bark daily and my floors were a mess. There is a learning curve however. You have to Roomba safe your house. It will find places to get stuck. It took a couple of weeks to fix them all. So far we have had a good week with no incidents. Floors have been spotless and the cats tend to stay outside more often during the day because they want to sleep and Alice (Roombas new name. Named after Bradys Alice) keeps them up....lol No regrets this was a great purchase $300 + $30 for warranty :),"Reviewed in the United States on May 6, 2019",One person found this helpful,1,NEGATIVE,0.9898836612701416
2.0 out of 5 stars,We just got this iRobot. It does a good job vacuuming but it can’t find it’s home. We have gone through and did all that the help brochure told us to. We watched videos and tried as they suggest and then called customer service. We walked through it all again with them. They saw that it wouldn’t dock or find it’s home after meeting all the requirements for it find the dock. The customer service rep asked to call us back then never did. We spend a good part of our morning on the phone to not even have someone call us back to take care of the problem.,"Reviewed in the United States on December 8, 2019",One person found this helpful,1,NEGATIVE,0.9987679719924927
1.0 out of 5 stars,"- terrible AI, never learns- can not even handle a light rug lmao- but it CAN handle your wires, boy it'll spool those right up till it takes whatever was attached to it to oblivion.- worst app i have ever experienced, i now dread the original schedule i gave it, because now the app only glitches trying to change or delete it. Every Sunday i must now clean my home in preparation for the roomba devastation.- just get a vacuum","Reviewed in the United States on December 14, 2020",One person found this helpful,1,NEGATIVE,0.9996836185455322
5.0 out of 5 stars,I love everything about Lulu (my irobot) I now understand why people spend what they do on them.There is nothing like coming home to vacuum lines in the carpet. My inner OCD squeals in delight.For my hardwood floors I noticed my cleaning has been cut in half. Im able to get more done. Life before Lulu & Life after I say we will live happily ever after.,"Reviewed in the United States on December 17, 2019",One person found this helpful,1,POSITIVE,0.6834561824798584
2.0 out of 5 stars,"The vacuum portion worked well and got a lot of dog hair. However, I returned it for a few reasons. First, it would get stuck every single time on something. I used it for over a month and never once did it finish a cycle.  Second; it would never go back to its dock. Even when you hit the dock button, it would roam around until the battery died. Lastly, when it did get to the dock, half the time it wouldn’t charge. It seems to go into the dock at full speed so it wouldn’t keep its contact to the charging station. So I would go the next day to vacuum and it was dead.","Reviewed in the United States on April 12, 2020",One person found this helpful,1,NEGATIVE,0.9967390894889832
5.0 out of 5 stars,Bought for family. Hard to connect to wifi at first. Wish there were quick set up instructions and how to use for the first time. Pleased with the quality of suction. It is a little louder than expected but fun to watch work.,"Reviewed in the United States on May 30, 2021",One person found this helpful,1,POSITIVE,0.9990026950836182
4.0 out of 5 stars,"Other than the larger dust bin, I liked my old 400 series better. I never could get this newer model hooked up to my Alexa, and it wants to go over the same areas over and over again while sometimes skipping whole rooms.  I have to stop it and move it to another area if I want my whole condo vacuumed. It also gets hung up on things more than the 400, which again requires me to pick it up and move it or it just goes back over to whatever hung it up before.","Reviewed in the United States on September 29, 2019",One person found this helpful,1,NEGATIVE,0.9985449314117432
4.0 out of 5 stars,"Works great for picking up what can be seen from a standing height. In other words, it’s cleans the surface well only. Keep your Kirby for that once a month deep cleaning. What was most irritating, disappointing, and embarrassing was that it was delivered to my girlfriend as a birthday present USED. Being the sweet and appreciative woman that she is, she made no mention of the scratches on top and the debris in the filter. Not until I returned from a long assignment did I have a chance to look it over good and ask about the scratches. Normally, I would have no problem buying a returned product that was slightly scratched or dented as long as it was discounted. But not as gift! Embarrassing! I verified that I didn’t make a mistake and inadvertently select a “refurbished” item. As far as I can tell, I did not. At least that saved me a little embarrassment. Too late to return it now though.","Reviewed in the United States on December 19, 2019",One person found this helpful,1,NEGATIVE,0.9937682151794434
